Unnamed: 0,Title,Verification_Status
4097.0, ใช้น้ำมัน E85 ขัดผิวหลังคอ ทำให้คราบดำที่คอออกได้ไวขึ้น,ข่าวปลอม
2596.0, Bolt เป็นแพลตฟอร์มที่ถูกกฎหมาย ตามระเบียบการเรียกรถรับจ้างอย่างเต็มรูปแบบ,ข่าวปลอม
8856.0, บัญชีไลน์ HSH ฮั่วเซ่งเฮง ชักชวนลงทุน,ข่าวปลอม
7389.0," กรุงไทยร่วมกับบริษัท BM ปล่อยสินเชื่อเงินกู้ผ่านไลน์ วงเงิน 5,000 – 500,000 บาท",ข่าวปลอม
2616.0, ออมสินปล่อยสินเชื่อให้ลูกจ้างประจำ ผ่านเพจ Best-Dame-HCQC498882,ข่าวปลอม
8275.0, เฟซบุ๊กชื่อ ศูนย์จำหน่ายนมไทย-เดนมาร์ค เป็นเพจจำหน่ายนมลดราคาจริง,ข่าวปลอม
56.0, เตือนให้อพยพทันที เนื่องจากพายุมิลตันทวีกำลัง กลายเป็นพายุรุนแรงที่สุดในโลกของปีนี้,ข่าวปลอม
851.0, กรุงไทยเปิดลงทะเบียน สำหรับอาชีพอิสระ พนักงาน และแม่ค้า กู้ 5 หมื่น ผ่อน 826 ต่อเดือน,ข่าวปลอม
1522.0, อาการโคลงเคลง​เสียการทรงตัว มีเสียงในหู​ น้ำในหูไม่เท่ากัน เป็นอาการของการขาดวิตามินบี,ข่าวปลอม
4930.0, สารกันบูดในปลาทูนึ่ง หากสัมผัสโดนจะเป็นมะเร็งผิวหนัง,ข่าวปลอม
1334.0, รัฐบาลเก็บภาษี 30% สำหรับบุคคลที่ไม่มีสามี,ข่าวปลอม
4332.0, ปรับลดสวัสดิการค่ารักษาพยาบาลข้าราชการ เหลือ​ 65%,ข่าวปลอม
1138.0, หญ้าลิ้นงูช่วยยับยั้งการเจริญเติบโตของเซลล์มะเร็งได้,ข่าวปลอม
3093.0, กรมศุลกากรโทรศัพท์แจ้งประชาชนว่ามีเอกสารตกค้างที่ยังไม่ได้รับ,ข่าวปลอม
4113.0, ธ.ก.ส. ส่ง SMS เข้ามือถือเบอร์ส่วนตัว เพื่อให้คลิกลิงก์เข้าระบบ,ข่าวปลอม
6665.0, แอปเป๋าตัง ให้กู้เงิน 1 หมื่นบาท ลงทะเบียนได้ทุกอาชีพ ,ข่าวปลอม
2327.0, ออมสินปล่อยสินเชื่อเพื่อคุณ ผ่านเพจ Aomsin Plus,ข่าวปลอม
437.0, ก.ล.ต. รับรองเว็บไซต์เทรดทองออนไลน์,ข่าวปลอม
4622.0, วัคซีนป้องกันโควิด-19 เป็นอาวุธชีวภาพ ที่ใช้ทำลายล้างคนทั่วโลก,ข่าวปลอม
4183.0, ประกันโควิด-19 ทั้งหมดจะจ่ายเงินค่ารักษา ค่าชดเชยรายได้ ให้เฉพาะผู้ที่ติดเชื้อลงปอดเท่านั้น เริ่มบังคับใช้ 4 ม.ค. 65,ข่าวปลอม
7681.0, ธนาคารออมสินเปิดเพจชื่อ Aomsin Gsb,ข่าวปลอม
5196.0, แนะ น้ำมันกัญชาสามารถป้องกันไวรัส COVID-19,ข่าวปลอม
4633.0, นวัตกรรม APCO ช่วยเพิ่มเม็ดเลือดขาว Th17 และ Killer T cell เพื่อกำจัดเชื้อโรคทุกชนิดที่เข้าสู่ร่างกาย,ข่าวปลอม
5992.0, ข่าวดี ข่าวด่วน ข้าราชการบำนาญเตรียมรับเงินเยียวยา,ข่าวปลอม
2835.0, สูตรเครื่องดื่มธัญพืชหรือน้ำอาร์ซี สามารถรักษาโรคมะเร็งได้,ข่าวปลอม
1167.0, รัฐบาลเล็งเตรียมเก็บภาษีรถเก่าอายุ 10 ปี กระตุ้นเศรษฐกิจป้ายแดง,ข่าวปลอม
385.0, ปปง. เปิดให้ผู้เสียหายจากแก๊งคอลเซ็นเตอร์ลงทะเบียนคุ้มครองสิทธิคืนเงิน,ข่าวปลอม
5061.0, รายงานทางการแพทย์ชี้ ไข่เป็ดปนเปื้อนเชื้อไทฟอยด์,ข่าวปลอม
411.0, กรมการจัดหางาน เปิดช่อง TikTok @dy18ozezoiod,ข่าวปลอม
1232.0," กลุ่ม Line ร่วมกับ SET เรียนรู้การซื้อ-ขายหุ้นฟรี ลงทุนเริ่มต้น 1,000 บาท รับปันผล 4,000-8,000 บาท/สัปดาห์",ข่าวปลอม
5232.0,"! มัคคุเทศก์ตกงานจะได้รับเงินช่วยเหลือ 2,000 บาท จาก พมจ.",ข่าวปลอม
36.0, กระทรวงยุติธรรมเปิดเพจเฟซบุ๊ก รับแจ้งความร้องทุกข์ออนไลน์,ข่าวปลอม
4676.0, ผลิตภัณฑ์ Natural Code (Lo-chole) ช่วยป้องกันผลข้างเคียงโรคเบาหวาน ความดันโลหิต และหลอดเลือดหัวใจ,ข่าวปลอม
923.0, วันที่ 8 เมษายน เป็นวันที่อากาศร้อนที่สุด กรุงเทพฯ อุณหภูมิสูงสุด 44.9 องศา,ข่าวปลอม
6690.0, รักษาอาการเจ็บตาด้วยตนเอง โดยใช้น้ำนมแม่หยอดตา,ข่าวปลอม
4975.0," รับเงินอุดหนุนบุตรแรกเกิด เบี้ยยังชีพผู้สูงอายุและเบี้ยคนพิการคนละ 3,000 บาท เริ่ม 9 ต.ค. นี้",ข่าวปลอม
4320.0, ศาลปกครอง ออกใบเรียกเก็บเงินเป็นภาษาอังกฤษ สกุลเงินประเทศสหรัฐอเมริกา (USD),ข่าวปลอม
4592.0, มศว ประสานมิตร เปิดให้ประชาชน ลงทะเบียนฉีดวัคซีนแอสตร้า,ข่าวปลอม
2531.0, ร่างกายอักเสบ ตัวร้อน เสี่ยงเส้นเลือดสมองแตกได้,ข่าวปลอม
4193.0, การสอดไม้ Swab ลึกถึงเพดานจมูก ทำให้เส้นประสาทรับกลิ่นเสียหาย และส่งผลเสียต่อสุขภาพ,ข่าวปลอม
6389.0, ผลิตภัณฑ์ BS สารสกัดสมุนไพรฟื้นภูมิคุ้มกัน ต้านไวรัส ต้านการอักเสบของปอด,ข่าวปลอม
4551.0, พบพนักงาน Mk โลตัส สาขารังษิณา จ.อุดรธานี ติดเชื้อโควิด-19,ข่าวปลอม
1931.0, ต้มไมยราบดื่มแทนน้ำช่วยรักษามะเร็งเต้านม,ข่าวปลอม
7590.0, วิธีการทำเครื่องดื่ม CDS (Chlorine Dioxide Solution) สามารถกำจัดเชื้อไวรัสได้ทุกชนิด,ข่าวปลอม
5167.0, รพ.สมเด็จพระบรมราชเทวี ณ ศรีราชา เปิดรับบริจาค เพื่อจัดซื้ออุปกรณ์ทางการแพทย์,ข่าวปลอม
8337.0, ตลาดหลักทรัพย์ฯ ร่วมกับ ก.ล.ต. เชิญชวนซื้อ-ขายหุ้นทอง กำไรระยะสั้น 3%-5% และสิทธิ์ลุ้นรับทองคำ 2 บาท ทุกเดือน,ข่าวปลอม
1539.0, แบงก์พันปลอมหมายเลขเดียวกันจากต่างประเทศระบาดเข้าไทย,ข่าวปลอม
7087.0,  วัคซีนโควิด 19 มีสารกัมมันตภาพรังสีและนาโน พาทิเคิล เป็นอันตรายต่อมนุษย์,ข่าวปลอม
7569.0, ย่านางแดงช่วยรักษาโรคกรดไหลย้อน,ข่าวปลอม
4458.0, ผลิตภัณฑ์ยาแคปซูลฟ้าทะลายโจร Prajuab Herbs เป็นผลิตภัณฑ์ที่ได้รับอนุญาตจาก อย.,ข่าวปลอม
8462.0," เพจเฟซบุ๊กชักชวนลงทุน เปิดให้ลงทุนหุ้นทองคำ เปิดพอร์ต 1,000.- รับปันผล 390 ต่อวัน 3,000.- รับปันผล 980 ต่อวัน และเป็นโบรกเกอร์ไทยถูกกฎหมาย รับรองโดย ก.ล.ต.",ข่าวปลอม
7224.0," กรุงไทยเปิดกู้รอบใหม่ วงเงิน 10,000 บาท ผ่อน 300 บาท/เดือน ผ่านไลน์ @318trdcf",ข่าวปลอม
3557.0," ออมสินปล่อยสินเชื่อ Softloan ให้ยืม 5,000 – 500,000 บาท ดอกเบี้ยต่ำ ไม่ต้องค้ำ ผ่านไลน์",ข่าวปลอม
2293.0, กรมการจัดหางานเปิดรับสมัครงานสร้างรายได้เสริมในครอบครัว,ข่าวปลอม
8749.0, ติดต่อเจ้าหน้าที่ตำรวจไซเบอร์ ผ่านเพจศูนย์ทนายความเพื่อสิทธิมนุษยชน,ข่าวปลอม
2624.0, ออมสินปล่อยกู้เงินฉุกเฉิน ผ่อนจ่าย 24 เดือน,ข่าวปลอม
3611.0, การโกหกบ่อย ๆ ส่งผลเสียต่อสมอง โกหกมากสมองส่วน amygdala ยิ่งทำงานน้อยลง,ข่าวปลอม
1663.0, กระเทียมโทนสามารถรักษามะเร็งกระเพาะอาหารได้,ข่าวปลอม
5387.0, พบผู้ป่วยติดเชื้อไวรัสโคโรนา ที่รพ.ในจังหวัดกาญจนบุรี,ข่าวปลอม
173.0," เมื่อเสียชีวิตคนไทยทุกคนจะได้สิทธิรับเงินจาก พม. จำนวน 2,000 บาท",ข่าวปลอม
4254.0, รถโดยสาร-รถบรรทุก ที่มีค่าควันดำเกินกำหนด โทษปรับ 2 หมื่นบาท,ข่าวปลอม
4915.0, สูตรหมักผมด้วยกระเทียม เพื่อรักษาผมร่วง,ข่าวปลอม
7235.0, เงินสินสอดจากงานแต่ง ต้องเสียภาษีในอัตราร้อยละ 5 ของมูลค่าทรัพย์สิน,ข่าวปลอม
6686.0, มุสลิมไทยได้เป็นเจ้าของบัญชีธนาคารอิสลามทุกคน สามารถกู้เงินโดยไม่ต้องใช้หนี้คืนได้,ข่าวปลอม
9211.0, กรมประชาสัมพันธ์ เปิดเพจเฟซบุ๊กมูลนิธิคุ้มครองสิทธิและช่วยเหลือผู้เสียหายทางออนไลน์,ข่าวปลอม
8057.0, ผู้อื่นสามารถสอบใบขับขี่แทนได้,ข่าวปลอม
3661.0, หมอพรทิพย์แนะนำผลิตภัณฑ์ Diamin รักษาโรคเบาหวาน,ข่าวปลอม
6651.0, ผลิตภัณฑ์ฟ้าทะลายโจร ดีเฮิร์บ (DHerb) เป็นผลิตภัณฑ์ที่ได้รับอนุญาตจาก อย.,ข่าวปลอม
7892.0," เป็นเจ้าของ PTT ด้วยเงิน 1,100 บาท รับปันผลทุกวัน",ข่าวปลอม
1029.0, ผู้อื่นรู้ยอดเงินในธนาคารได้ หากรู้เบอร์มือถือที่ผูกพร้อมเพย์,ข่าวปลอม
5838.0, งดใช้ตู้ ATM กรุงไทยทุกตู้ ที่ไม่มีไฟกะพริบตรงที่เสียบบัตร,ข่าวปลอม
2244.0," กู้ออมสินส่วนบุคคล วงเงิน 100,000 บาท ผ่านเพจออมสินเพื่อนนักสู้",ข่าวปลอม
8656.0, เพจ News Topic – ทุกประเด็นร้อน ให้ยื่นคำขอคุ้มครองสิทธิเพื่อเฉลี่ยทรัพย์สินคืนเงินผู้เสียหายคดีทาง https://link3.tops.com.co/,ข่าวปลอม
2182.0, มาตรการคืนเงินประกันมิเตอร์ไฟฟ้าเร่งด่วน ลงทะเบียนจนท. ที่ลิงก์ w-vth.cc,ข่าวปลอม
1864.0," ตลาดหลักทรัพย์ฯ เปิดลงทุนวัยเกษียณเริ่มต้น 13,500 บาท รับปันผลทุกสัปดาห์",ข่าวปลอม
3669.0, กรมขนส่งบังคับรถแท็กซี่ติดตั้งฉากกั้นโควิด 19 ทุกคัน,ข่าวปลอม
1311.0, ใบลำไยต้ม ช่วยบรรเทาอาการติดเชื้อ แผลเป็นหนองให้หายได้,ข่าวปลอม
4187.0, ธ.อิสลาม ปล่อยสินเชื่อโครงการชุมชนซื่อสัตย์ผ่านมัสยิด โดยไม่มีเงื่อนไขการกู้,ข่าวปลอม
8268.0," บัตรสวัสดิการแห่งรัฐรับเงินพิเศษ 1,200 บาท เริ่มโอนสิ้นเดือน ต.ค.",ข่าวปลอม
911.0, ผู้เชี่ยวชาญด้านการลงทุน ร่วมมือกับตลาดหลักทรัพย์ฯ จัดตั้งสมาคมหุ้นของบริษัทเพื่อให้คำปรึกษาด้านตลาดหุ้นฟรี,ข่าวปลอม
148.0, บัญชีไลน์ MEA Service เป็นไลน์ Official ของการไฟฟ้านครหลวง,ข่าวปลอม
813.0, PCT รับแจ้งความออนไลน์ ผ่านเพจ CCID – สืบสวนสอบสวนอาชญากรรมทางเทคโนโลยี,ข่าวปลอม
5316.0," COVID-19 ระบาด ยอดผู้เสียชีวิตในกรุงเทพฯ ถึง 1,000 คน",ข่าวปลอม
2931.0, กินเม็ดชานมไข่มุก ทำให้เป็นโรคมะเร็ง,ข่าวปลอม
7602.0, หน้ากากอนามัยผ้าสปันบอนด์ เป็นไมโครพลาสติก สูดดมอาจเสี่ยงมะเร็ง,ข่าวปลอม
1889.0, ไม่จ่ายค่าปรับจะต่อทะเบียนรถไม่ได้,ข่าวปลอม
2073.0, ตลาดหลักทรัพย์ฯ ชวนเปิดพอร์ต 100 หน่วย,ข่าวปลอม
2270.0, ทำสีผมช่วงมีประจำเดือน อาจทำให้แพ้สารเคมี,ข่าวปลอม
6638.0, ผู้หญิงไม่ควรกินคอลลาเจน เพราะมีสารทำให้เกิดเนื้องอกในร่างกาย,ข่าวปลอม
2491.0, ผลิตภัณฑ์ไฟเบอร์ ไพรโอติก กรีน พีอาร์ ลำไส้สะอาด ขับล้างสารพิษ ป้องกันการเกิดโรคมะเร็งลำไส้ ป้องกันการติดเชื้อในลำไส้ ยับยั้งเชื้อแบคทีเรีย ป้องกันการเกิดโรคต่าง ๆ,ข่าวปลอม
1805.0, แก้อาการชัก/ลมบ้าหมูด้วยการต้มตะไคร้กับใบสะระแหน่ ดื่มเช้า-เย็น,ข่าวปลอม
2368.0," รัฐฯ เติมเงินพิเศษเข้าบัตรสวัสดิการแห่งรัฐ ท่านละ 1,000 บาท เริ่ม 5 – 8 พ.ค. 66",ข่าวปลอม
8728.0, เพจศูนย์คุ้มครองสิทธิ เปิดลงทะเบียนยื่นสิทธิคุ้มครองและติดตามเงินคืน,ข่าวปลอม
8917.0, บัญชีไลน์ HUA Seng Heng แจ้งให้ลงทะเบียนเพื่อลงทุนสร้างกำไร,ข่าวปลอม
235.0, หน้ามืดหลังตื่นนอนบ่อย เป็นสัญญาณหัวใจอ่อนแอ,ข่าวปลอม
4993.0, แถบสีท้ายหลอดยาสีฟัน บอกถึงสารประกอบที่ใช้ผลิต,ข่าวปลอม
2323.0, เตรียมร้อนอีกรอบช่วง 16 – 18 พ.ค. อุณหภูมิสูงสุดทะลุ 40 องศาฯ,ข่าวปลอม
5962.0, ดื่มน้ำมะนาวผสมเกลือเป็นวิธีฆ่าเชื้อไวรัสโควิด-19,ข่าวปลอม
3378.0, ซื้อรถไฟฟ้าจากบริษัทผู้ผลิตในเอเชีย ไม่สามารถจดทะเบียนได้,ข่าวปลอม
3774.0, ห้ามกรอกลงทะเบียนจดแจ้งปลูกกัญชาของทางอย. เพราะเป็นของมิจฉาชีพ,ข่าวปลอม
3274.0, ดื่มน้ำมะพร้าว น้ำมะนาว และเกลือรวมกัน สามารถรักษาโควิด 19 ให้หายได้ใน 2 ชม.,ข่าวปลอม
610.0, อาการปวดประจำเดือนเทียบเท่ากับหัวใจวาย มีแรงกดมดลูกสูงเหมือนกับตอนคลอดลูก,ข่าวปลอม
1841.0," SMS แจ้งได้รับเงินดิจิทัล 10,000 บาท แนบลิงก์เพื่อติดต่อเจ้าหน้าที่",ข่าวปลอม
756.0, เว็บไซต์ https://hshtd.cc เป็นเว็บฯ ของตลาดหลักทรัพย์แห่งประเทศไทย,ข่าวปลอม
6101.0, รพ.หนองจอก บริการฉีดวัคซีน Sinovac ฟรี ให้ประชาชนตั้งแต่อายุ 18-59 ปี,ข่าวปลอม
6034.0, พุทธรักษาดอกขาว ช่วยรักษาโรคมะเร็ง,ข่าวปลอม
7743.0, กองสลากฯ ส่งหนังสือโครงการทลายเจ้ามือหวยเถื่อนให้กับประชาชน พร้อมเปิดรับสมาชิกรับเลขล็อกจากภายใน,ข่าวปลอม
6193.0, น้ำยาล้างเล็บมีสารอะซีโตน หากสูดดมจะก่อกวนฮอร์โมนเพศหญิง ส่งผลให้เกิดความผิดปกติเกี่ยวกับรอบเดือน,ข่าวปลอม
3291.0, เพจธนาคารออมสินจำกัดเชื่อมต่อกับธนาคารออมสินโดยตรง,ข่าวปลอม
2386.0," รัฐฯ เติมเงินพิเศษเข้าบัตรสวัสดิการแห่งรัฐ คนละ 1,500 บาท เตรียมรับเงิน 1 พ.ค. 66",ข่าวปลอม
5929.0, ธนาคารออมสินเขตจังหวัดยโสธร ส่งข้อความแจ้งลูกค้าที่กู้ยืมเงิน ให้ส่งเอกสารขอพักชำระหนี้ได้,ข่าวปลอม
7814.0, ผลิตภัณฑ์ยาฟาราเทน บรรเทาอาการผิวหนังอักเสบเรื้อรัง ระบบภูมิต้านทาน โพรงหนองที่ฟัน สะเก็ดเงิน ฝีภายนอก ฝีภายใน ระบบน้ำเหลือง,ข่าวปลอม
6685.0, รัฐบาลกู้เงินจนหนี้ท่วมการคลัง ไม่สามารถจัดการหนี้ได้,ข่าวปลอม
5479.0,คลายข้อสงสัยเกี่ยวกับกัญชา,ข่าวปลอม
405.0, ตลาดหลักทรัพย์ฯ ให้ผู้ลงทุนโอนเงินเพื่อขอรับรองหรือรับประกันวงเงินซื้อขายหลักทรัพย์,ข่าวปลอม
5540.0,  เชื้อไวรัสโคโรนาทำพิษ ชาวจีนล้มตึงกลางสุวรรณภูมิ,ข่าวปลอม
1999.0," ตลาดหลักทรัพย์ฯ เปิดพอร์ตที่ 1,800 บาท กำไรต่อวันสูง",ข่าวปลอม
4094.0, มหาวิทยาลัยพายัพส่งข้อความรับบริจาค โดยการแชร์คลิปวิดีโอผ่านช่องทางออนไลน์,ข่าวปลอม
8630.0, ไข่ไก่เหี่ยวเกิดจากแม่ไก่เป็นโรคหลอดลมอักเสบติดต่อ,ข่าวปลอม
4470.0, คฝ. สลายการชุมนุม ทำให้รถประชาชน พลิกคว่ำ เกิดอุบัติเหตุ,ข่าวปลอม
4563.0, ต้มน้ำสมุนไพร และใช้ผ้าคลุมศีรษะเพื่อสูดไอน้ำ ช่วยฆ่าเชื้อโควิด-19,ข่าวปลอม
9214.0, เปิดลงทะเบียนคุ้มครองสิทธิผู้เสียหายจากแก๊งคอลเซ็นเตอร์ ผ่านเพจ หน่วยงานคุ้มครองสิทธิ์อาชญากรรมทางออนไลน์,ข่าวปลอม
7815.0, สารซักฟอกในสบู่เหลว ถ้าใช้ร่วมกับสารประกอบตระกูลเอมีน จะกลายเป็นสารก่อมะเร็ง,ข่าวปลอม
922.0, บัญชี TikTok ของกรรมการและผู้จัดการทั่วไป บสย.,ข่าวปลอม
2933.0, วิธีตรวจระดับความเสื่อมของสมอง ด้วยการกดและขยับเคลื่อนไหวนิ้ว,ข่าวปลอม
7803.0," สำนักงานสลากฯ เปิดจำหน่ายเลขสลาก 3 หลัก ให้รางวัลตั้งแต่บาทละ 100 – 1,000 บาท",ข่าวปลอม
6582.0, ลุกจากที่นอนกระทันหัน ทำให้กระดูกกะโหลกศีรษะแตก หัวใจหยุดเต้น,ข่าวปลอม
7713.0, ข้อมูลการได้รับเงินบำนาญ ตามระยะเวลาการเป็น ส.ส.,ข่าวปลอม
349.0, เกษตรกรที่ได้รับหนังสือแจ้งหนี้ ให้นำหนังสือไปธนาคารรัฐต้นสังกัด จะได้รับเงินสดปลดหนี้,ข่าวปลอม
7069.0, พายุไซโคลนจะเคลื่อนตัวผ่านภาคเหนือตอนบนด้านตะวันตกในลักษณะพายุดีเปรสชัน อีก 9 วันข้างหน้า,ข่าวปลอม
8445.0, หนังสือรับรองการได้รับความเห็นชอบ ได้รับการอนุญาตถูกต้องจากสำนักงาน ก.ล.ต.,ข่าวปลอม
8034.0, ตลาดหลักทรัพย์ฯ เปิดหุ้นโรงไฟฟ้า กำไรสูง,ข่าวปลอม
7961.0, 77 จังหวัดทั่วประเทศ เตรียมตัวรับมือมรสุมพายุพัดถล่ม 7 วันรวด เสี่ยงน้ำท่วมครั้งใหญ่,ข่าวปลอม
2239.0, กระทรวงแรงงานส่ง SMS เปิดรับสมัครคนแพ็กสินค้า,ข่าวปลอม
3461.0, น้ำมันมะพร้าวสกัดเย็นช่วยปรับสมดุลร่างกาย และช่วยให้ไม่ปวดเนื้อตัว หรือกระดูก,ข่าวปลอม
5439.0,‘จับมือป่วนชิบช็อปใช้’ เป็นยุวชนฐานคะแนนของพรรคการเมืองดัง ข่าวปลอม!! สร้างความปั่นป่วน อย่าแชร์,ข่าวปลอม
7828.0, กัมพูชาติดต่อขอให้ประเทศไทยเปิดสอนภาษาเขมรในโรงเรียน,ข่าวปลอม
365.0, ปัสสาวะกลางคืนแล้วไม่ดื่มน้ำทดแทน ทำให้เกิดภาวะการอุดตันของหัวใจและสมอง,ข่าวปลอม
4666.0, ผลิตภัณฑ์แคปซูล Diamin ช่วยฟื้นฟูร่างกายในผู้ป่วยโรคเบาหวาน รักษาระดับน้ำตาลในเลือดให้อยู่ในเกณฑ์ปกติ,ข่าวปลอม
3293.0," ออมสินเปิดลงทะเบียนให้กู้ 300,000 บาท ผ่านไลน์ เพื่อประกอบอาชีพ",ข่าวปลอม
1614.0, ไข้หวัดใหญ่สายพันธุ์ A จะมีอาการปวดหัว อาเจียน ฉี่แตกเฉียบพลันอย่างรุนแรง และมีความรุนแรงมากกว่าโควิด19 ทุกสายพันธ์ุ,ข่าวปลอม
7818.0, ดื่มน้ำเยอะแต่ปัสสาวะร้อน เพราะท้องผูกเรื้อรัง จนภายในร่างกายอักเสบ,ข่าวปลอม
4679.0, เคอร์ฟิวทั่วประเทศ ห้ามออกจากบ้านตั้งแต่ 4 ทุ่ม – ตี 4 เริ่มวันที่ 23 เม.ย. 64 นี้,ข่าวปลอม
7872.0, ผลิตภัณฑ์เอ็นดู คูลลิ่ง มาสสาจ ออย ลดปวด 5 นาทีดีขึ้น ไม่ต้องทานยา ลดปวดไมเกรน ลดปวดต้นคอ บ่า ลดอาการเวียนหัว ช่วยผ่อนคลาย,ข่าวปลอม
9162.0, กรมพัฒนาฝีมือแรงงานเปิดเพจเฟซบุ๊ก กรมพัฒนาฝีมือแรงงาน ฝ่ายประชาสัมพันธ์,ข่าวปลอม
1199.0," เพจเฟซบุ๊กชักชวนลงทุนให้จองหุ้น ราคาเปิดพอร์ต 1,000 กำไรปันผล 12-30% ต่อวัน และ 20,000 กำไรปันผล 3-7% ต่อวัน",ข่าวปลอม
3689.0," ธ.ออมสิน เปิดสินเชื่อฉุกเฉิน สำหรับผู้มีรายได้ประจำที่ได้รับผลกระทบจากโควิด 19 วงเงิน 50,000 บาท อนุมัติทุกคน",ข่าวปลอม
2908.0, คลอรีนในน้ำประปาเปลี่ยนเป็นสารก่อมะเร็งเมื่อถูกความร้อน,ข่าวปลอม
958.0," ตลาดหลักทรัพย์ฯ เปิดให้ลงทุนกองทุนปันผลนิคมอุตสาหกรรม เริ่มต้น 10,000 บาท รับปันผลสูง 5%-10% ต่อสัปดาห์",ข่าวปลอม
